Respondent_ID,Persona_Cluster,Q1_AgeGroup,Q1_AgeRaw,Q2_Gender,Q3_Education,Q4_Employment,Q5_IncomeTier,Q6_Nationality,Q7_YearsDubai,Q8_Spreadsheet,Q8_MobileBanking,Q8_DedicatedApp,Q8_Paper,Q8_NoTracking,Q8_Other,Q9_ReviewFrequency,Q10_NumCurrencies,Q11_Remittance,Q11_FX,Q11_Ecommerce,Q11_Investment,Q11_BillSplit,Q11_Subscriptions,Q11_None,Q12_SavingsPct,Q13_DiffTrackMultiCurrency,Q13_LoseFXMoney,Q13_SavingsHabit,Q13_MultiBankTimeConsuming,Q13_DissatisifiedTools,Q13_UnexpectedExpenses,Q13_HealthUnderstanding,Q13_Overspent,Q14_BiggestChallenge,Q15_MoneyLost,Q16_AIExpenseCategorisation,Q16_MultiCurrencyTracking,Q16_SavingsGoals,Q16_RemittanceBestRate,Q16_InvestmentTracking,Q16_SubscriptionAlerts,Q16_CreditScore,Q16_HealthDashboard,Q16_ChatbotQueries,Q16_GamifiedSavings,Q17_InterfacePref,Q18_UAEBankIntegration,Q18_RemittancePlatform,Q18_CryptoWallet,Q18_WPSSalary,Q18_InvestmentPlatform,Q18_EcommTracking,Q19_PrivacyConcern,Q20_WTP_Intent,Q20_WTP_Binary,Q21_WTP_Tier,Q21_WTP_AED,Q22_PricingModel,Q23_Incentive,Q24_DownloadLikelihood,Q25_Privacy,Q25_Cost,Q25_Complexity,Q25_BankIntegration,Q25_AITrust,Q25_NoNeed,Q25_Regulatory,Q25_Other,Q26_HelpSaveMoney,Q26_AIBetterInsights,Q26_ComfortableAutocat,Q26_WouldRecommend,Q26_LikelySwitch,Q26_TrustRegulatory,Q27_CurrentSatisfaction,Q28_FWImportance,Q29_NPS,Q29_NPS_Category,Q30_EaseOfUse,Q30_AIAccuracy,Q30_RealtimeFX,Q30_CustomerSupport,Q30_DataSecurity,Q30_PersonalisedInsights,Q30_BankIntegration,Q30_Offline,Q31_ConfidenceAI,Derived_PainComposite,Derived_FeatureDesirability,Derived_AdoptionAttitude,Derived_FinancialStress,Derived_TechAffinity,Flag_FlatlineResponder,Flag_OutlierAny,Q1_AgeGroup_Label,Q2_Gender_Label,Q3_Education_Label,Q4_Employment_Label,Q5_IncomeTier_Label,Q6_Nationality_Label,Q7_YearsDubai_Label,Q9_ReviewFrequency_Label,Q10_NumCurrencies_Label,Q12_SavingsPct_Label,Q14_BiggestChallenge_Label,Q15_MoneyLost_Label,Q17_InterfacePref_Label,Q19_PrivacyConcern_Label,Q20_WTP_Intent_Label,Q21_WTP_Tier_Label,Q22_PricingModel_Label,Q23_Incentive_Label,Q29_NPS_Category_Enc,Persona_Cluster_Enc,Q5_IncomeTier_Imputed,Eng_PainGap,Eng_DigitalEngagement,Eng_ActivityBreadth,Eng_AdoptionReadiness,Flag_ValueSeeker,Eng_WTPperPain,Flag_AgeIncomeAtypical,Flag_MultiCurrencyUser
R0602,Tech-Savvy Millennial,2,30,1,2,4,2,2,2,1,0,1,0,0,0,2,3,1,0,0,1,1,1,0,1,3,3,3,2,3,3,3,3,6,4,5,4,4,4,3,4,3,4,5,4,3,4,5,2,2,3,5,2,4,0,4,50,2,1,5,1,1,0,0,0,0,0,1,4,3,4,4,4,5,1,7,8,Passive,5,5,5,4,3,4,4,3,3,2.88,4.0,4.0,3.84,4.0,0,0,25-34,Male,Bachelors,BusinessOwner,5k-10k,SouthAsian,1-3yrs,Weekly,ThreeCurr,NoSavings,InvestmentInfo,AED301-600,Both,SlightlyConcerned,FreeOnly,AED41-60,Freemium,FreeMonthTrial,1,4,2,5.56,9.0,4,0.575,0,17.36,0,0
R0603,Tech-Savvy Millennial,2,33,1,3,4,3,2,3,0,0,1,0,0,0,3,2,0,1,1,0,0,1,0,1,2,2,4,5,3,4,1,4,2,4,4,5,4,3,3,5,2,2,3,5,3,5,4,3,2,3,4,2,2,1,4,50,3,3,7,0,1,0,0,1,0,0,0,4,5,4,3,4,3,5,8,9,Promoter,5,4,4,4,5,4,5,2,4,3.12,3.6,3.83,3.76,4.0,0,0,25-34,Male,MastersMBA,BusinessOwner,10k-20k,SouthAsian,3-5yrs,Monthly,TwoCurr,NoSavings,NoConsolidatedView,AED301-600,Both,SlightlyConcerned,YesIfJustified,AED41-60,MonthlySubscription,BankIntegration,2,4,3,5.24,6.0,3,0.6781,0,16.03,0,0
R0604,Tech-Savvy Millennial,2,32,1,5,1,3,1,1,0,1,0,0,0,1,1,3,0,1,1,1,0,1,0,1,2,2,5,3,3,3,3,5,2,3,5,4,4,4,2,4,3,4,4,3,3,5,3,4,4,5,3,2,1,1,4,50,3,4,9,1,0,0,0,0,0,0,0,4,4,2,4,3,3,5,7,6,Detractor,5,5,4,4,4,5,4,3,6,3.25,3.7,3.33,4.03,3.0,0,0,25-34,Male,ProfQual,PrivateSector,10k-20k,Emirati,LessThan1yr,Daily,ThreeCurr,NoSavings,NoConsolidatedView,AED101-300,Both,SlightlyConcerned,YesDefinitely,AED41-60,MonthlySubscription,AIFinancialAdvice,0,4,3,5.5,8.0,4,0.7731,0,15.38,0,0
R0605,Tech-Savvy Millennial,2,30,1,5,1,2,2,4,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2,3,3,2,3,3,3,3,5,3,6,5,5,4,3,5,4,4,5,5,4,3,5,3,2,3,2,2,3,4,0,5,80,6,4,6,0,0,0,0,0,0,0,0,4,4,2,5,5,4,5,8,8,Passive,5,5,5,3,3,5,5,3,4,3.12,4.4,4.0,3.66,1.0,0,0,25-34,Male,ProfQual,PrivateSector,5k-10k,SouthAsian,5-10yrs,Daily,ThreeCurr,1-10pct,HighFees,Above1000,Both,ModeratelyConcerned,FreeOnly,AED61-100,PayPerFeature,AIFinancialAdvice,1,4,2,5.24,3.0,0,0.64,0,25.64,0,0
R0606,Struggling Expat,3,39,1,1,1,1,5,2,0,0,0,0,1,0,2,2,1,1,1,0,0,1,0,1,5,3,5,5,4,5,3,5,3,5,5,4,5,5,4,5,3,4,5,3,1,5,5,2,5,4,2,2,1,1,2,10,1,1,5,0,1,0,0,0,0,1,0,2,4,4,5,3,5,4,7,3,Detractor,5,4,4,4,5,5,5,5,3,4.38,4.3,3.83,4.39,0.0,0,0,35-44,Male,HighSchool,PrivateSector,Below5k,EastAsian,1-3yrs,Weekly,TwoCurr,NoSavings,HighFees,AED601-1000,MobileOnly,SlightlyConcerned,YesDefinitely,AED1-20,FreeWithAds,FreeMonthTrial,0,0,1,7.96,3.0,4,0.5631,1,2.28,0,0
R0607,Tech-Savvy Millennial,3,35,1,2,4,2,2,4,0,0,1,0,0,0,3,2,1,0,1,0,1,0,0,3,4,3,4,3,1,3,3,4,4,5,5,5,3,4,2,4,4,4,3,4,5,5,5,3,3,4,4,1,3,0,4,50,2,4,6,1,0,0,0,0,1,0,0,3,5,4,4,4,4,5,8,5,Detractor,5,5,4,4,4,3,5,3,6,3.12,3.8,4.0,3.16,4.0,0,0,35-44,Male,Bachelors,BusinessOwner,5k-10k,SouthAsian,5-10yrs,Monthly,TwoCurr,11-20pct,EmergencyPlanning,AED601-1000,NoPreference,NotConcerned,MaybeAfterTrial,AED41-60,Freemium,AIFinancialAdvice,0,4,2,5.24,5.0,3,0.67,0,16.03,0,0
R0608,Senior Finance Pro,3,42,1,3,5,4,2,4,1,1,1,0,1,0,2,4,1,1,0,1,0,1,0,2,2,3,4,2,3,3,2,4,4,2,4,4,4,4,4,3,5,5,3,3,3,4,4,3,3,4,2,2,2,1,5,80,2,3,7,0,0,1,0,1,0,0,0,4,3,3,4,4,4,6,6,6,Detractor,5,3,5,4,4,4,5,4,4,2.88,3.9,3.67,3.74,5.0,0,0,35-44,Male,MastersMBA,PartTime,20k-40k,SouthAsian,5-10yrs,Weekly,FourCurr,1-10pct,EmergencyPlanning,AED1-100,Both,SlightlyConcerned,YesIfJustified,AED61-100,Freemium,BankIntegration,0,2,4,4.56,9.0,4,0.6669,0,27.78,0,1
R0609,Struggling Expat,2,33,2,4,4,1,4,1,1,0,1,0,0,0,3,2,1,0,1,0,1,1,0,1,5,4,4,4,5,5,5,5,1,6,5,5,5,5,4,4,3,4,4,3,5,4,4,3,3,2,4,1,4,0,3,30,2,2,6,0,0,1,1,0,0,0,0,5,5,3,4,5,3,4,8,2,Detractor,4,5,5,4,4,5,5,5,5,4.5,4.2,4.17,4.51,4.0,0,0,25-34,Female,Doctoral,BusinessOwner,Below5k,Western,LessThan1yr,Monthly,TwoCurr,NoSavings,FXLosses,Above1000,NoPreference,NotConcerned,FreeOnly,AED21-40,Freemium,CashbackRewards,0,0,1,8.2,6.0,4,0.6669,0,6.67,0,0
R0610,Struggling Expat,2,32,1,2,1,6,6,4,0,1,0,0,1,0,3,3,1,0,1,0,1,1,0,1,3,2,5,4,3,4,4,5,3,4,5,5,5,3,3,4,3,3,5,3,3,3,4,3,5,2,4,3,4,0,2,10,2,1,5,0,0,0,1,0,0,0,0,5,4,2,4,5,4,4,8,5,Detractor,5,4,4,5,4,4,5,4,4,3.75,3.9,4.0,4.28,2.0,0,0,25-34,Male,Bachelors,PrivateSector,PNS,African,5-10yrs,Monthly,ThreeCurr,NoSavings,HighFees,AED301-600,Both,ModeratelyConcerned,FreeOnly,AED1-20,Freemium,FreeMonthTrial,0,0,3,6.7,6.0,4,0.59,0,2.67,0,0
R0611,Tech-Savvy Millennial,3,38,1,3,4,3,1,5,1,1,0,0,0,0,3,2,0,0,1,0,1,1,0,1,5,4,3,3,2,2,3,5,5,4,4,5,4,3,4,3,3,3,4,5,4,3,4,3,4,4,3,2,2,1,5,80,1,1,7,0,0,0,0,1,0,1,0,5,5,4,4,4,3,6,7,8,Passive,5,4,4,4,4,5,5,2,5,3.38,3.8,4.17,3.89,3.0,0,0,35-44,Male,MastersMBA,BusinessOwner,10k-20k,Emirati,MoreThan10yrs,Monthly,TwoCurr,NoSavings,Subscriptions,AED301-600,WhatsApp,SlightlyConcerned,YesIfJustified,AED61-100,FreeWithAds,FreeMonthTrial,1,4,3,5.56,5.0,3,0.7169,0,23.67,0,0
R0612,Cautious Saver,3,42,1,2,1,2,2,4,1,1,0,1,0,0,3,2,0,0,0,0,0,0,1,2,2,3,3,3,2,4,4,3,4,3,4,5,5,3,4,3,4,5,3,4,3,5,3,1,5,3,3,4,4,0,4,50,3,6,5,0,1,0,0,1,0,0,0,3,4,3,4,4,4,4,8,7,Passive,5,3,5,5,5,5,5,3,4,3.0,4.0,3.67,3.4,3.0,0,0,35-44,Male,Bachelors,PrivateSector,5k-10k,SouthAsian,5-10yrs,Monthly,TwoCurr,1-10pct,EmergencyPlanning,AED101-300,Both,VeryConcerned,FreeOnly,AED41-60,MonthlySubscription,RegulatoryCert,1,1,2,5.2,4.0,0,0.5669,0,16.67,0,0
R0613,Struggling Expat,2,34,2,3,1,2,2,2,1,0,0,0,0,0,5,2,0,0,0,0,0,0,1,1,4,2,5,3,4,4,4,5,3,5,4,4,4,5,3,4,3,3,4,2,2,4,5,2,4,3,3,3,5,0,1,0,5,3,6,0,0,1,1,0,0,0,0,5,4,3,4,3,5,2,7,7,Passive,5,4,5,4,4,3,5,4,3,3.88,3.6,4.0,4.14,1.0,0,0,25-34,Female,MastersMBA,PrivateSector,5k-10k,SouthAsian,1-3yrs,Rarely,TwoCurr,NoSavings,HighFees,AED601-1000,WebOnly,ModeratelyConcerned,WontUse,AED0,OneTimePurchase,BankIntegration,1,0,2,7.36,2.0,0,0.625,0,0.0,0,0
R0614,Tech-Savvy Millennial,3,41,2,3,1,4,4,2,0,1,0,1,0,0,2,3,1,0,0,1,1,1,0,1,4,4,4,4,2,5,2,4,4,5,4,5,2,5,4,4,3,5,4,4,5,5,4,4,3,5,4,3,4,0,3,30,1,2,6,0,0,0,1,0,0,0,0,3,5,3,4,4,5,6,7,8,Passive,5,5,4,4,2,4,4,3,6,3.62,4.0,4.0,4.21,3.0,0,0,35-44,Female,MastersMBA,PrivateSector,20k-40k,Western,1-3yrs,Weekly,ThreeCurr,NoSavings,EmergencyPlanning,AED601-1000,NoPreference,ModeratelyConcerned,FreeOnly,AED21-40,FreeWithAds,CashbackRewards,1,4,4,6.04,8.0,4,0.67,0,8.29,0,0
R0615,High-Earning Nomad,4,47,2,5,1,3,2,4,1,0,0,0,1,0,2,4,1,0,1,1,1,1,0,2,4,2,4,3,2,5,3,4,4,6,4,5,4,5,4,4,4,4,5,2,2,4,5,5,3,5,4,2,2,1,5,80,2,2,6,0,1,0,0,0,0,0,0,5,4,4,4,3,3,4,6,4,Detractor,4,4,5,2,5,5,5,4,5,3.38,4.1,3.83,3.99,0.0,0,0,45-54,Female,ProfQual,PrivateSector,10k-20k,SouthAsian,5-10yrs,Weekly,FourCurr,1-10pct,EmergencyPlanning,Above1000,WebOnly,SlightlyConcerned,YesIfJustified,AED61-100,Freemium,CashbackRewards,0,3,3,5.96,7.0,5,0.6431,0,23.67,0,1
R0616,High-Earning Nomad,3,38,1,3,3,6,4,3,0,1,0,0,0,1,2,5,1,0,1,0,1,0,0,1,3,4,5,3,3,4,3,3,6,6,4,4,2,5,5,3,5,3,3,3,3,4,4,5,3,5,5,3,1,1,7,50,3,2,8,0,0,0,1,0,0,0,0,4,4,3,4,1,3,6,8,7,Passive,5,4,5,4,4,3,4,5,6,3.5,3.7,3.17,4.55,3.0,0,0,35-44,Male,MastersMBA,Freelancer,PNS,Western,3-5yrs,Weekly,FivePlus,NoSavings,InvestmentInfo,Above1000,Both,ModeratelyConcerned,YesDefinitely,DependsOnFeatures,MonthlySubscription,CashbackRewards,1,3,3,5.8,7.0,3,0.7119,1,14.29,0,1
R0617,Tech-Savvy Millennial,2,28,1,3,1,6,2,2,1,0,0,0,0,0,2,2,1,0,1,0,0,0,0,2,4,2,4,1,2,3,4,5,1,3,4,5,4,4,5,5,4,4,4,4,3,4,2,3,2,4,4,2,3,0,4,50,3,2,8,0,0,0,0,0,0,0,0,4,5,3,4,5,4,4,7,10,Promoter,5,4,3,4,5,4,3,3,4,3.12,4.3,4.17,3.46,1.0,0,0,25-34,Male,MastersMBA,PrivateSector,PNS,SouthAsian,1-3yrs,Weekly,TwoCurr,1-10pct,FXLosses,AED101-300,Both,SlightlyConcerned,MaybeAfterTrial,AED41-60,MonthlySubscription,CashbackRewards,2,4,3,5.44,2.0,2,0.7519,0,16.03,0,0
R0618,Tech-Savvy Millennial,2,29,1,2,1,3,2,4,0,1,1,0,0,0,1,3,0,0,1,0,0,0,0,1,2,4,3,2,3,4,2,4,3,4,5,5,4,3,4,3,2,5,5,3,3,4,4,3,3,4,5,3,4,0,3,30,4,4,7,0,0,0,0,1,0,0,0,4,4,5,4,4,4,3,7,7,Passive,5,2,5,3,4,5,4,3,7,3.0,3.9,4.17,3.9,6.0,0,0,25-34,Male,Bachelors,PrivateSector,10k-20k,SouthAsian,5-10yrs,Daily,ThreeCurr,NoSavings,HighFees,AED301-600,Both,ModeratelyConcerned,FreeOnly,AED21-40,AnnualSubscription,AIFinancialAdvice,1,4,3,5.4,8.0,1,0.7469,0,10.0,0,0
R0619,Cautious Saver,3,42,1,3,2,3,7,4,0,0,0,0,0,0,3,2,1,0,0,0,1,1,0,3,2,4,4,3,4,3,3,3,4,4,4,4,5,3,3,5,5,3,3,3,3,3,4,2,4,3,4,1,5,0,1,0,2,4,4,0,1,0,1,0,0,0,0,4,3,3,4,4,5,6,7,2,Detractor,3,4,4,4,5,4,5,4,3,3.25,3.8,3.83,3.22,1.0,0,0,35-44,Male,MastersMBA,Government,10k-20k,Other,5-10yrs,Monthly,TwoCurr,11-20pct,EmergencyPlanning,AED301-600,Both,NotConcerned,WontUse,AED0,Freemium,AIFinancialAdvice,0,1,3,5.3,3.0,3,0.5131,0,0.0,0,0
R0620,Cautious Saver,3,44,1,5,3,2,1,5,0,1,0,1,1,0,3,2,0,0,1,0,0,1,0,2,3,1,5,2,2,5,4,5,4,3,3,4,4,3,2,4,5,5,4,5,5,4,4,2,4,3,5,2,4,0,4,50,2,2,7,0,1,0,0,0,0,0,0,4,3,4,4,5,5,4,7,5,Detractor,5,4,4,5,4,4,4,3,4,3.38,3.9,4.17,3.59,2.0,0,0,35-44,Male,ProfQual,Freelancer,5k-10k,Emirati,MoreThan10yrs,Monthly,TwoCurr,1-10pct,EmergencyPlanning,AED101-300,NoPreference,SlightlyConcerned,FreeOnly,AED41-60,Freemium,CashbackRewards,0,1,2,5.96,5.0,2,0.7019,0,14.79,0,0
R0621,Tech-Savvy Millennial,2,31,1,2,3,4,2,3,1,0,0,0,0,0,1,2,0,0,1,0,1,1,0,2,4,4,4,2,4,4,3,4,6,2,3,4,4,3,3,4,3,4,4,5,3,5,4,4,2,5,4,1,1,1,4,50,3,2,6,0,0,0,1,0,0,0,0,3,5,3,4,3,4,3,6,8,Passive,5,4,5,4,3,4,4,3,3,3.62,3.7,3.67,3.71,1.0,0,0,25-34,Male,Bachelors,Freelancer,20k-40k,SouthAsian,3-5yrs,Daily,TwoCurr,1-10pct,InvestmentInfo,AED1-100,Both,NotConcerned,YesDefinitely,AED41-60,MonthlySubscription,CashbackRewards,1,4,4,6.64,3.0,3,0.6019,1,13.81,0,0
R0622,Tech-Savvy Millennial,2,31,1,5,1,3,1,3,0,0,0,0,0,0,1,3,1,1,1,0,0,1,0,1,5,2,1,4,3,4,4,5,2,3,5,5,3,4,2,3,3,4,4,3,3,4,3,4,3,4,3,2,2,1,2,10,2,2,7,0,0,0,1,1,0,0,0,4,5,5,4,5,4,4,7,7,Passive,4,5,3,4,3,5,5,2,4,3.5,3.6,4.5,4.15,1.0,0,0,25-34,Male,ProfQual,PrivateSector,10k-20k,Emirati,3-5yrs,Daily,ThreeCurr,NoSavings,NoConsolidatedView,AED101-300,Both,SlightlyConcerned,YesIfJustified,AED1-20,Freemium,CashbackRewards,1,4,3,6.2,4.0,4,0.725,1,2.86,0,0
R0623,Senior Finance Pro,3,44,3,4,3,4,3,5,0,0,0,0,0,0,4,4,1,1,1,0,1,1,0,2,3,2,4,1,3,3,2,3,5,2,5,5,5,3,5,3,4,4,3,2,3,5,2,2,5,5,3,1,4,0,5,80,4,1,5,0,1,0,0,1,0,0,1,4,5,3,4,2,5,3,8,10,Promoter,4,5,4,4,5,5,5,4,3,2.62,3.9,3.83,3.61,1.0,0,0,35-44,NonBinary,Doctoral,Freelancer,20k-40k,ArabExpat,MoreThan10yrs,Quarterly,FourCurr,1-10pct,Subscriptions,AED1-100,Both,NotConcerned,FreeOnly,AED61-100,AnnualSubscription,FreeMonthTrial,2,2,4,4.64,5.0,5,0.5631,0,30.53,0,1
R0624,Struggling Expat,3,40,3,2,5,2,3,4,1,0,0,0,0,0,2,2,1,0,1,0,0,1,0,2,4,4,4,5,4,5,5,5,4,6,4,4,4,5,3,4,4,4,4,3,1,4,5,2,3,4,4,3,3,0,3,30,4,4,2,0,0,0,0,1,0,0,0,3,3,3,4,4,3,2,8,5,Detractor,4,2,5,5,3,4,5,4,1,4.5,3.9,3.33,4.15,1.0,0,0,35-44,NonBinary,Bachelors,PartTime,5k-10k,ArabExpat,5-10yrs,Weekly,TwoCurr,1-10pct,EmergencyPlanning,Above1000,MobileOnly,ModeratelyConcerned,MaybeAfterTrial,AED21-40,AnnualSubscription,AIFinancialAdvice,0,0,2,8.56,3.0,3,0.3481,0,6.67,0,0
R0625,Struggling Expat,4,45,1,2,1,3,2,5,0,0,0,1,1,0,2,2,0,0,1,0,0,1,0,1,4,3,4,3,2,5,4,5,2,5,4,5,5,5,2,5,2,4,4,3,1,5,4,3,4,2,5,3,4,0,2,10,3,2,2,1,1,0,0,1,0,0,0,5,4,5,5,5,4,2,8,3,Detractor,4,4,5,5,3,5,5,3,4,3.75,3.9,4.67,4.08,0.0,0,0,45-54,Male,Bachelors,PrivateSector,10k-20k,SouthAsian,MoreThan10yrs,Weekly,TwoCurr,NoSavings,NoConsolidatedView,AED601-1000,MobileOnly,ModeratelyConcerned,FreeOnly,AED1-20,MonthlySubscription,CashbackRewards,0,0,3,7.1,3.0,2,0.4869,0,2.67,0,0
R0626,Senior Finance Pro,4,49,1,3,2,4,2,4,0,0,1,1,0,0,1,4,1,1,1,1,0,1,0,3,1,2,2,4,1,2,1,3,2,2,4,4,5,5,3,3,4,5,3,3,3,4,4,2,4,5,4,2,1,1,6,150,2,6,6,0,0,0,0,0,0,0,0,3,4,4,3,5,5,5,6,7,Passive,4,5,4,4,5,4,5,3,5,2.0,3.9,4.0,3.0,4.0,0,0,45-54,Male,MastersMBA,Government,20k-40k,SouthAsian,5-10yrs,Daily,FourCurr,11-20pct,NoConsolidatedView,AED1-100,Both,SlightlyConcerned,YesDefinitely,Above100,Freemium,RegulatoryCert,1,2,4,3.0,9.0,5,0.655,0,75.0,0,1
R0627,Struggling Expat,3,38,1,3,1,2,2,2,0,0,0,0,0,0,2,2,1,0,1,1,1,1,0,1,5,4,5,4,5,5,4,5,6,6,3,3,4,4,3,4,3,4,3,3,4,5,5,3,5,3,4,3,4,0,3,30,2,3,7,1,0,0,1,0,0,0,0,5,4,3,4,3,3,3,9,8,Passive,5,4,5,5,5,4,5,4,7,4.5,3.4,3.67,4.51,1.0,0,0,35-44,Male,MastersMBA,PrivateSector,5k-10k,SouthAsian,1-3yrs,Weekly,TwoCurr,NoSavings,InvestmentInfo,Above1000,WhatsApp,ModeratelyConcerned,FreeOnly,AED21-40,Freemium,BankIntegration,1,0,2,8.4,5.0,5,0.7119,0,6.67,0,0
R0628,Cautious Saver,4,49,1,3,1,4,4,5,1,1,0,0,1,0,3,2,1,1,0,1,1,1,0,2,1,2,3,2,5,3,3,3,3,4,4,5,4,4,2,4,5,5,3,4,3,4,4,1,3,3,3,3,1,1,3,30,5,4,6,1,0,1,0,0,0,0,0,5,3,3,4,3,4,5,7,8,Passive,5,5,4,4,5,5,5,3,4,2.75,4.0,3.67,3.28,2.0,0,0,45-54,Male,MastersMBA,PrivateSector,20k-40k,Western,MoreThan10yrs,Monthly,TwoCurr,1-10pct,HighFees,AED301-600,Both,ModeratelyConcerned,YesDefinitely,AED21-40,OneTimePurchase,AIFinancialAdvice,1,1,4,4.5,7.0,5,0.6169,0,10.91,0,0
R0629,Tech-Savvy Millennial,2,30,3,2,3,3,5,3,0,1,1,0,0,0,2,3,1,1,1,0,0,0,0,2,2,3,3,1,2,5,3,4,2,5,4,4,3,4,4,4,4,4,4,4,1,5,4,3,3,4,5,2,2,1,4,50,6,2,8,0,0,0,1,1,0,0,0,4,3,4,5,3,4,6,7,6,Detractor,4,4,4,3,4,5,4,3,7,2.88,3.9,3.83,3.54,6.0,0,0,25-34,NonBinary,Bachelors,Freelancer,10k-20k,EastAsian,3-5yrs,Weekly,ThreeCurr,1-10pct,NoConsolidatedView,AED601-1000,MobileOnly,SlightlyConcerned,YesIfJustified,AED41-60,PayPerFeature,CashbackRewards,0,4,3,4.56,8.0,3,0.7731,0,17.36,0,0
R0630,Tech-Savvy Millennial,2,30,1,3,4,5,3,4,1,1,1,0,0,0,2,4,1,0,1,1,1,1,0,1,3,2,2,3,3,3,3,4,4,4,5,4,4,3,2,3,3,4,4,4,3,5,4,3,4,5,3,1,2,1,4,50,2,3,6,1,0,0,0,0,0,0,0,4,4,5,5,4,4,5,7,10,Promoter,5,5,5,5,4,4,5,2,5,2.88,3.6,4.33,4.04,6.0,0,0,25-34,Male,MastersMBA,BusinessOwner,Above40k,ArabExpat,5-10yrs,Weekly,FourCurr,NoSavings,EmergencyPlanning,AED301-600,Both,NotConcerned,YesIfJustified,AED41-60,Freemium,BankIntegration,2,4,5,4.76,9.0,5,0.6781,0,17.36,0,1
R0631,Cautious Saver,3,38,2,4,1,2,4,5,1,0,0,0,0,0,4,2,1,1,1,0,1,1,0,1,3,4,3,2,3,3,1,4,3,3,3,4,5,4,4,3,4,5,2,4,3,5,3,3,5,3,3,3,1,1,4,50,2,2,4,0,0,0,0,0,0,0,0,4,2,3,5,5,3,4,7,4,Detractor,5,4,3,5,5,4,5,2,3,2.88,3.8,3.67,3.64,1.0,0,0,35-44,Female,Doctoral,PrivateSector,5k-10k,Western,MoreThan10yrs,Quarterly,TwoCurr,NoSavings,HighFees,AED101-300,Both,ModeratelyConcerned,YesDefinitely,AED41-60,Freemium,CashbackRewards,0,1,2,4.96,3.0,5,0.5019,0,17.36,0,0
R0632,High-Earning Nomad,2,33,1,5,4,5,2,1,0,1,0,0,0,0,2,5,1,1,1,0,0,1,0,1,4,5,3,3,2,4,4,4,4,7,4,4,4,4,5,5,4,3,5,3,3,4,3,5,2,4,5,2,2,1,5,80,2,4,5,0,0,0,0,0,0,0,0,5,4,3,3,5,2,4,7,7,Passive,4,5,4,5,5,4,5,3,3,3.62,4.1,3.67,4.61,3.0,0,0,25-34,Male,ProfQual,BusinessOwner,Above40k,SouthAsian,LessThan1yr,Weekly,FivePlus,NoSavings,EmergencyPlanning,Unsure,Both,SlightlyConcerned,YesIfJustified,AED61-100,Freemium,AIFinancialAdvice,1,3,5,6.44,8.0,4,0.5519,1,22.1,0,1
R0633,Struggling Expat,2,32,4,2,4,3,2,3,0,0,0,1,0,0,4,2,1,1,0,0,1,1,0,1,4,4,5,5,3,4,5,5,2,5,4,4,5,4,3,4,4,4,3,3,1,5,5,3,3,2,4,2,4,0,4,50,6,2,5,0,0,0,1,1,0,0,0,4,4,5,5,5,4,3,7,5,Detractor,5,5,4,5,4,5,4,4,4,4.38,3.8,4.5,4.39,1.0,0,0,25-34,PreferNotSay,Bachelors,BusinessOwner,10k-20k,SouthAsian,3-5yrs,Quarterly,TwoCurr,NoSavings,NoConsolidatedView,AED601-1000,MobileOnly,SlightlyConcerned,FreeOnly,AED41-60,PayPerFeature,CashbackRewards,0,0,3,8.16,3.0,4,0.625,0,11.42,0,0
R0634,Struggling Expat,3,43,1,5,5,1,2,4,0,1,0,0,0,0,5,3,0,0,1,0,0,1,0,1,3,2,4,5,3,5,5,5,3,4,4,5,4,5,2,5,1,4,3,3,1,5,5,2,4,3,5,2,4,0,3,30,2,4,4,0,0,0,0,0,0,0,0,5,5,4,5,3,4,2,7,4,Detractor,4,4,5,5,4,5,5,4,4,4.0,3.6,4.33,4.4,3.0,0,0,35-44,Male,ProfQual,PartTime,Below5k,SouthAsian,5-10yrs,Rarely,ThreeCurr,NoSavings,HighFees,AED301-600,MobileOnly,SlightlyConcerned,FreeOnly,AED21-40,Freemium,AIFinancialAdvice,0,0,1,7.6,6.0,2,0.5631,0,7.5,0,0
R0635,Tech-Savvy Millennial,3,35,2,3,1,4,2,4,0,0,1,0,0,0,2,3,1,1,0,0,1,1,0,2,4,2,3,4,2,3,4,3,3,4,4,4,5,4,3,4,3,3,3,4,4,5,3,3,4,4,4,3,4,0,4,50,1,1,7,0,0,0,0,0,0,0,1,4,4,5,4,3,3,6,7,9,Promoter,5,5,4,5,5,3,4,3,6,3.12,3.7,3.83,3.66,4.0,0,0,35-44,Female,MastersMBA,PrivateSector,20k-40k,SouthAsian,5-10yrs,Weekly,ThreeCurr,1-10pct,HighFees,AED301-600,WhatsApp,ModeratelyConcerned,FreeOnly,AED41-60,FreeWithAds,FreeMonthTrial,2,4,4,5.04,7.0,4,0.7081,0,16.03,0,0
